Name,Points,Score difference
Martin Mojžíš,4,87.0
Matyáš Veselý,3,85.0
Martin Kašperlík,3,71.0
Václav Lukáš,3,60.0
Michal Konfršt,2.5,-16.0
Robert Scholz,2,6.0
Martin Boreš,2,-8.0
Pavel Hudec,2,-11.0
Pavel Noga,2,-11.0
Pavel Šimůnek,2,-15.0
Šárka Lukášová,2,-16.0
Jiří Hovorka,1.5,20.0
Michal Böhm,1,25.0
Martin Sotona,1,-54.0
Jitka Plesnivá,1,-77.0
Milena Řeháčková,0,-146.0
