Name,Points,Score difference
Pavel Hudec,4,32.0
Michal Böhm,3,32.0
Radek Stehlík,3,-13.0
Martin Boreš,2,57.0
Martin Mojžíš,2,44.0
Michal Konfršt,2,29.0
Petra Vidnerová,2,20.0
Jakub Vaňátko,2,-69.0
Martin Kašperlík,1,2.0
Roman Krejčík,1,-21.0
Martin Plesnivý,1,-28.0
Jan Píro,1,-85.0
